feature_name,feature_id,attraction_id,match_type,image_count,missing_image_count,status
"فوار السباخ","885","","unmatched","0","0","no_attraction_record"
"فوار السكيرات","886","","unmatched","0","0","no_attraction_record"
"فوار السكيرات","887","","unmatched","0","0","no_attraction_record"
"فوار الصحة","888","","unmatched","0","0","no_attraction_record"
"فوار العريبات","889","","unmatched","0","0","no_attraction_record"
"فوار العريبات","890","","unmatched","0","0","no_attraction_record"
"فوار العريبات","891","","unmatched","0","0","no_attraction_record"
"فوار الفايدي","892","","unmatched","0","0","no_attraction_record"
"فوار الكنيسة","893","","unmatched","0","0","no_attraction_record"
"فوار الكنيسة","894","","unmatched","0","0","no_attraction_record"
"فوار الكنيسة","895","","unmatched","0","0","no_attraction_record"
"فوار اللود","896","","unmatched","0","0","no_attraction_record"
"فوار المقاصبة","897","","unmatched","0","0","no_attraction_record"
"فوار المقاصة","898","","unmatched","0","0","no_attraction_record"
"فوار الميتين","899","","unmatched","0","0","no_attraction_record"
"فوار الميتين 200","900","","unmatched","0","0","no_attraction_record"
"فوار الناموس","901","","unmatched","0","0","no_attraction_record"
"فوار النعاس","902","","unmatched","0","0","no_attraction_record"
"فوار النعاس","903","","unmatched","0","0","no_attraction_record"
"فوار تاجوراء","904","","unmatched","0","0","no_attraction_record"
"فوار تاجوراء","905","","unmatched","0","0","no_attraction_record"
"فوار زكير","906","","unmatched","0","0","no_attraction_record"
"فوار زكير","907","","unmatched","0","0","no_attraction_record"
"فوار ويس","908","","unmatched","0","0","no_attraction_record"
"فوار ويس","909","","unmatched","0","0","no_attraction_record"
"فيلا ليبتوس","910","","unmatched","0","0","no_attraction_record"
"قرية أم الحمام","911","","unmatched","0","0","no_attraction_record"
"قرية ابوحمام تحتوي على مجموعة كبيرة من بيوت الحفر","912","","unmatched","0","0","no_attraction_record"
"قصر أم الحمام الأثري","913","","unmatched","0","0","no_attraction_record"
"قصر الحمام","914","","unmatched","0","0","no_attraction_record"
"قصر حمامات تينيناي","915","","unmatched","0","0","no_attraction_record"
"قويرات الكبريت","916","","unmatched","0","0","no_attraction_record"
"مزرعة الفوارة","917","","unmatched","0","0","no_attraction_record"
"مسجد الحمامة العتيق","918","","unmatched","0","0","no_attraction_record"
"مصيف الحمامة","919","","unmatched","0","0","no_attraction_record"
"مصيف الحمامة","920","","unmatched","0","0","no_attraction_record"
"مصيف الحمامة 1","921","","unmatched","0","0","no_attraction_record"
"مصيف الكنوز الذهبية","922","","unmatched","0","0","no_attraction_record"
"مفرق الحمام الكبريتي نينة","923","","unmatched","0","0","no_attraction_record"
"منتجع التلال الحمامة","924","","unmatched","0","0","no_attraction_record"
"منتجع التلال الحمامة","925","","unmatched","0","0","no_attraction_record"
"منتجع الجراري السياحي - للعائلات","926","","unmatched","0","0","no_attraction_record"
"منتجع الجراري السياحي - للعائلات","927","","unmatched","0","0","no_attraction_record"
"منتجع ومصيف الحمامة","928","","unmatched","0","0","no_attraction_record"
"منتجع ومصيف الحمامة","929","","unmatched","0","0","no_attraction_record"
"منتزه الفوار الترفيهي","930","","unmatched","0","0","no_attraction_record"
"منتزه الفوار الكبريتي","931","","unmatched","0","0","no_attraction_record"
"منتزه صبراتة","932","","unmatched","0","0","no_attraction_record"
"منتزه صرمان الوطني","933","","unmatched","0","0","no_attraction_record"
"منتزه ودان","934","","unmatched","0","0","no_attraction_record"
"موقع مغمور بالمياه","935","","unmatched","0","0","no_attraction_record"
"موقع مياة فوار","936","","unmatched","0","0","no_attraction_record"
"موقف سيارات ومركز خدمات","937","","unmatched","0","0","no_attraction_record"
"جزيرة الحبري أو قارة","938","","unmatched","0","0","no_attraction_record"
"قلعة القيقب","939","","unmatched","0","0","no_attraction_record"
"محمية البرج","940","","unmatched","0","0","no_attraction_record"
"محمية الثلاثين","941","","unmatched","0","0","no_attraction_record"
"محمية الشعافيين","942","","unmatched","0","0","no_attraction_record"
"محمية الشماري","943","","unmatched","0","0","no_attraction_record"
"محمية جبال النقازة","944","","unmatched","0","0","no_attraction_record"
"مشروع المحمية السياحي","945","","unmatched","0","0","no_attraction_record"
